131.9	46222.4
132	46256
132.1	46289.6
132.2	46323.4
132.3	46357.2
132.4	46391
132.5	46425
132.6	46459
132.7	46493.2
132.8	46527.4
132.9	46561.6
133	46596
133.1	46630.4
133.2	46665
133.3	46699.6
133.4	46734.2
133.5	46769
133.6	46803.8
133.7	46838.8
133.8	46873.8
133.9	46908.8
134	46944
134.1	46979.2
134.2	47014.6
134.3	47050
134.4	47085.4
134.5	47121
134.6	47156.6
134.7	47192.4
134.8	47228.2
134.9	47264
135	47300
135.1	47336
135.2	47372.2
135.3	47408.4
135.4	47444.6
135.5	47481
135.6	47517.4
135.7	47554
135.8	47590.6
135.9	47627.2
136	47664
136.1	47700.8
136.2	47737.8
136.3	47774.8
136.4	47811.8
136.5	47849
136.6	47886.2
136.7	47923.6
136.8	47961
136.9	47998.4
137	48036
137.1	48073.6
137.2	48111.4
137.3	48149.2
137.4	48187
137.5	48225
137.6	48263
137.7	48301.2
137.8	48339.4
137.9	48377.6
138	48416
138.1	48454.4
138.2	48493
138.3	48531.6
138.4	48570.2
138.5	48609
138.6	48647.8
138.7	48686.8
138.8	48725.8
138.9	48764.8
139	48804
139.1	48843.2
139.2	48882.6
139.3	48922
139.4	48961.4
139.5	49001
139.6	49040.6
139.7	49080.4
139.8	49120.2
139.9	49160
140	49200
140.1	49240
140.2	49280.2
140.3	49320.4
140.4	49360.6
140.5	49401
140.6	49441.4
140.7	49482
140.8	49522.6
140.9	49563.2
141	49604
141.1	49644.8
141.2	49685.8
141.3	49726.8
141.4	49767.8
141.5	49809
141.6	49850.2
141.7	49891.6
141.8	49933
141.9	49974.4
142	50016
142.1	50057.6
142.2	50099.4
142.3	50141.2
142.4	50183
142.5	50225
142.6	50267
142.7	50309.2
142.8	50351.4
142.9	50393.6
143	50436
143.1	50478.4
143.2	50521
143.3	50563.6
143.4	50606.2
143.5	50649
143.6	50691.8
143.7	50734.8
143.8	50777.8
143.9	50820.8
144	50864
144.1	50907.2
144.2	50950.6
144.3	50994
144.4	51037.4
144.5	51081
144.6	51124.6
144.7	51168.4
144.8	51212.2
144.9	51256
145	51300
145.1	51344
145.2	51388.2
145.3	51432.4
145.4	51476.6
145.5	51521
145.6	51565.4
145.7	51610
145.8	51654.6
145.9	51699.2
146	51744
146.1	51788.8
146.2	51833.8
146.3	51878.8
146.4	51923.8
146.5	51969
146.6	52014.2
146.7	52059.6
146.8	52105
146.9	52150.4
147	52196
147.1	52241.6
147.2	52287.4
147.3	52333.2
147.4	52379
147.5	52425
